2015-11-21 21:02:30,192 : MainThread : INFO : running /Users/dmitryselivanov/projects/word_embeddings/run_word2vec.py /Users/dmitryselivanov/Downloads/datasets/title_tokens.txt.gz /Users/dmitryselivanov/Downloads/datasets/questions-words.txt ./enwiki_dim=600_vocab=30k
2015-11-21 21:02:30,192 : MainThread : INFO : output file template will be ./enwiki_dim=600_vocab=30k/PREFIX
2015-11-21 21:02:30,192 : MainThread : INFO : dictionary found, loading
2015-11-21 21:02:30,247 : MainThread : INFO : word2vec model not found, creating
2015-11-21 21:02:30,247 : MainThread : INFO : collecting all words and their counts
2015-11-21 21:08:01,636 : MainThread : INFO : PROGRESS: at sentence #900000, processed 483206757 words, keeping 29664 word types
2015-11-21 21:08:03,990 : MainThread : INFO : PROGRESS: at sentence #910000, processed 486614430 words, keeping 29664 word types
2015-11-21 21:08:06,451 : MainThread : INFO : PROGRESS: at sentence #920000, processed 490131466 words, keeping 29664 word types
2015-11-21 21:08:08,798 : MainThread : INFO : PROGRESS: at sentence #930000, processed 493522149 words, keeping 29664 word types
2015-11-21 21:08:11,142 : MainThread : INFO : PROGRESS: at sentence #940000, processed 496872632 words, keeping 29664 word types
2015-11-21 21:08:13,521 : MainThread : INFO : PROGRESS: at sentence #950000, processed 500262534 words, keeping 29664 word types
2015-11-21 21:08:15,935 : MainThread : INFO : PROGRESS: at sentence #960000, processed 503713799 words, keeping 29664 word types
2015-11-21 21:08:18,362 : MainThread : INFO : PROGRESS: at sentence #970000, processed 507193615 words, keeping 29664 word types
2015-11-21 21:08:20,551 : MainThread : INFO : PROGRESS: at sentence #980000, processed 510348595 words, keeping 29664 word types
2015-11-21 21:08:22,885 : MainThread : INFO : PROGRESS: at sentence #990000, processed 513643840 words, keeping 29664 word types
2015-11-21 21:08:25,221 : MainThread : INFO : PROGRESS: at sentence #1000000, processed 516990106 words, keeping 29664 word types
2015-11-21 21:08:27,509 : MainThread : INFO : PROGRESS: at sentence #1010000, processed 520246616 words, keeping 29664 word types
2015-11-21 21:08:29,772 : MainThread : INFO : PROGRESS: at sentence #1020000, processed 523479408 words, keeping 29664 word types
2015-11-21 21:08:31,898 : MainThread : INFO : PROGRESS: at sentence #1030000, processed 526545038 words, keeping 29664 word types
2015-11-21 21:08:33,805 : MainThread : INFO : PROGRESS: at sentence #1040000, processed 529257304 words, keeping 29664 word types
2015-11-21 21:08:36,070 : MainThread : INFO : PROGRESS: at sentence #1050000, processed 532469469 words, keeping 29664 word types
2015-11-21 21:08:38,250 : MainThread : INFO : PROGRESS: at sentence #1060000, processed 535618102 words, keeping 29664 word types
2015-11-21 21:08:40,478 : MainThread : INFO : PROGRESS: at sentence #1070000, processed 538797262 words, keeping 29664 word types
2015-11-21 21:08:42,635 : MainThread : INFO : PROGRESS: at sentence #1080000, processed 541901003 words, keeping 29664 word types
2015-11-21 21:08:44,788 : MainThread : INFO : PROGRESS: at sentence #1090000, processed 544974531 words, keeping 29664 word types
2015-11-21 21:08:46,993 : MainThread : INFO : PROGRESS: at sentence #1100000, processed 548094717 words, keeping 29664 word types
2015-11-21 21:08:49,215 : MainThread : INFO : PROGRESS: at sentence #1110000, processed 551291955 words, keeping 29664 word types
2015-11-21 21:08:51,201 : MainThread : INFO : PROGRESS: at sentence #1120000, processed 554166667 words, keeping 29664 word types
2015-11-21 21:08:53,237 : MainThread : INFO : PROGRESS: at sentence #1130000, processed 557096470 words, keeping 29664 word types
2015-11-21 21:08:55,277 : MainThread : INFO : PROGRESS: at sentence #1140000, processed 560030118 words, keeping 29664 word types
2015-11-21 21:08:57,288 : MainThread : INFO : PROGRESS: at sentence #1150000, processed 562892593 words, keeping 29664 word types
2015-11-21 21:08:59,511 : MainThread : INFO : PROGRESS: at sentence #1160000, processed 566103706 words, keeping 29664 word types
2015-11-21 21:09:01,639 : MainThread : INFO : PROGRESS: at sentence #1170000, processed 569156325 words, keeping 29664 word types
2015-11-21 21:09:03,730 : MainThread : INFO : PROGRESS: at sentence #1180000, processed 572173094 words, keeping 29664 word types
2015-11-21 21:09:05,859 : MainThread : INFO : PROGRESS: at sentence #1190000, processed 575237279 words, keeping 29664 word types
2015-11-21 21:09:07,798 : MainThread : INFO : PROGRESS: at sentence #1200000, processed 578004240 words, keeping 29664 word types
2015-11-21 21:09:09,845 : MainThread : INFO : PROGRESS: at sentence #1210000, processed 580944270 words, keeping 29664 word types
2015-11-21 21:09:11,978 : MainThread : INFO : PROGRESS: at sentence #1220000, processed 583983290 words, keeping 29664 word types
2015-11-21 21:09:14,080 : MainThread : INFO : PROGRESS: at sentence #1230000, processed 586978865 words, keeping 29664 word types
2015-11-21 21:09:16,129 : MainThread : INFO : PROGRESS: at sentence #1240000, processed 589854832 words, keeping 29664 word types
2015-11-21 21:09:18,095 : MainThread : INFO : PROGRESS: at sentence #1250000, processed 592638052 words, keeping 29664 word types
2015-11-21 21:09:20,310 : MainThread : INFO : PROGRESS: at sentence #1260000, processed 595811519 words, keeping 29664 word types
2015-11-21 21:09:22,358 : MainThread : INFO : PROGRESS: at sentence #1270000, processed 598714272 words, keeping 29664 word types
2015-11-21 21:09:24,463 : MainThread : INFO : PROGRESS: at sentence #1280000, processed 601710120 words, keeping 29664 word types
2015-11-21 21:09:26,528 : MainThread : INFO : PROGRESS: at sentence #1290000, processed 604652979 words, keeping 29664 word types
2015-11-21 21:09:28,582 : MainThread : INFO : PROGRESS: at sentence #1300000, processed 607614825 words, keeping 29664 word types
2015-11-21 21:09:30,655 : MainThread : INFO : PROGRESS: at sentence #1310000, processed 610614805 words, keeping 29664 word types
2015-11-21 21:09:32,799 : MainThread : INFO : PROGRESS: at sentence #1320000, processed 613674414 words, keeping 29664 word types
2015-11-21 21:09:35,059 : MainThread : INFO : PROGRESS: at sentence #1330000, processed 616909430 words, keeping 29664 word types
2015-11-21 21:09:37,157 : MainThread : INFO : PROGRESS: at sentence #1340000, processed 619934209 words, keeping 29664 word types
2015-11-21 21:09:39,235 : MainThread : INFO : PROGRESS: at sentence #1350000, processed 622894261 words, keeping 29664 word types
2015-11-21 21:09:41,235 : MainThread : INFO : PROGRESS: at sentence #1360000, processed 625730599 words, keeping 29664 word types
2015-11-21 21:09:43,220 : MainThread : INFO : PROGRESS: at sentence #1370000, processed 628582886 words, keeping 29664 word types
2015-11-21 21:09:45,231 : MainThread : INFO : PROGRESS: at sentence #1380000, processed 631475145 words, keeping 29664 word types
2015-11-21 21:09:47,242 : MainThread : INFO : PROGRESS: at sentence #1390000, processed 634369279 words, keeping 29664 word types
2015-11-21 21:09:49,236 : MainThread : INFO : PROGRESS: at sentence #1400000, processed 637232955 words, keeping 29664 word types
2015-11-21 21:09:51,300 : MainThread : INFO : PROGRESS: at sentence #1410000, processed 640163348 words, keeping 29664 word types
2015-11-21 21:09:53,337 : MainThread : INFO : PROGRESS: at sentence #1420000, processed 643084455 words, keeping 29664 word types
2015-11-21 21:09:55,340 : MainThread : INFO : PROGRESS: at sentence #1430000, processed 645958986 words, keeping 29664 word types
2015-11-21 21:09:57,342 : MainThread : INFO : PROGRESS: at sentence #1440000, processed 648813967 words, keeping 29664 word types
2015-11-21 21:09:59,331 : MainThread : INFO : PROGRESS: at sentence #1450000, processed 651623859 words, keeping 29664 word types
2015-11-21 21:10:01,360 : MainThread : INFO : PROGRESS: at sentence #1460000, processed 654493293 words, keeping 29664 word types
